"business_name","business_type","post","rating","scores","date","local_authority"
"Helen Gibson Nursery School","School/college/university","NE36 0DL","5","550","2014-11-03","South Tyneside"
"Henderson Rd Reception Unit","Hospitals/Childcare/Caring Premises","NE34 9QN","Exempt","","2016-06-14","South Tyneside"
"Herbs 'n' Spice","Takeaway/sandwich shop","NE34 7AY","5","555","2015-09-28","South Tyneside"
"Heron  Foods","Retailers - supermarkets/hypermarkets","NE33 5EA","5","050","2011-06-13","South Tyneside"
"Heron Foods","Retailers - supermarkets/hypermarkets","NE33 1JF","5","000","2014-06-25","South Tyneside"
"Heron Foods","Retailers - supermarkets/hypermarkets","NE31 1LE","5","055","2017-01-24","South Tyneside"
"Heron Foods","Retailers - supermarkets/hypermarkets","NE34 7LZ","5","005","2014-03-24","South Tyneside"
"Heron Foods","Retailers - supermarkets/hypermarkets","NE35 9AU","5","555","2015-04-30","South Tyneside"
"High Street Off Licence","Retailers - other","NE32 3BH","5","555","2015-02-19","South Tyneside"
"Highfield Fisheries","Takeaway/sandwich shop","NE34 6HF","3","10510","2016-02-15","South Tyneside"
"Highfield News","Retailers - other","NE34 6HF","5","555","2015-11-13","South Tyneside"
"Hillhead Farm Shop & Tea Room","Restaurant/Cafe/Canteen","SR6 7NN","4","5510","2016-07-26","South Tyneside"
"Hogarths","Pub/bar/nightclub","NE33 1TS","5","000","2017-01-24","South Tyneside"
"Hoggs Chemist Ltd","Retailers - other","NE33 3PW","Exempt","","2017-01-12","South Tyneside"
"Holland and Barrett Retail Limited","Retailers - other","NE33 1HT","5","505","2017-04-18","South Tyneside"
"Hollies","Takeaway/sandwich shop","NE31 2RT","5","555","2015-02-17","South Tyneside"
"Holy Trinity Primary School","School/college/university","NE34 0TS","5","550","2016-02-29","South Tyneside"
"Home Bargains","Retailers - other","NE32 3JS","5","555","2014-11-17","South Tyneside"
"HoneyBunn Delights","Other catering premises","NE33 2DF","5","555","2017-04-13","South Tyneside"
"Hoopers","Distributors/Transporters","NE33 1RA","5","055","2015-12-10","South Tyneside"
"Horsley Hill Childrens Centre","School/college/university","NE34 7TD","5","555","2016-09-08","South Tyneside"
"Horsley Hill Mini Market","Retailers - other","NE34 7HE","4","01010","2015-08-11","South Tyneside"
"Horsley Hill Pharmacy","Retailers - other","NE34 6RF","Exempt","","2017-01-16","South Tyneside"
"Horsley Hill Post Office","Retailers - other","NE34 7HQ","5","005","2017-01-12","South Tyneside"
"Hospitality & Hope","Other catering premises","NE33 4JR","5","505","2015-12-09","South Tyneside"
"Hot Bitez","Takeaway/sandwich shop","NE33 4LU","3","10510","2016-06-14","South Tyneside"
"Huffkins Ltd","Takeaway/sandwich shop","NE33 1BT","5","500","2017-02-10","South Tyneside"
"I Am Ayam","Retailers - other","NE31 2QB","5","555","2016-01-15","South Tyneside"
"Ian Blake - Dairyman","Distributors/Transporters","NE34 9QN","4","5510","2016-10-05","South Tyneside"
"Ice Cream Kiosk","Retailers - other","NE33 2NN","5","555","2016-07-26","South Tyneside"
"Iceland","Retailers - supermarkets/hypermarkets","NE34 7LZ","5","000","2016-05-27","South Tyneside"
"Iceland","Retailers - supermarkets/hypermarkets","NE33 4HF","4","1055","2016-06-14","South Tyneside"
"Independent Methodist Church","Other catering premises","NE31 1LR","3","10510","2015-10-12","South Tyneside"
"Indian Brasserie","Restaurant/Cafe/Canteen","NE33 2JF","4","5105","2017-02-08","South Tyneside"
"Indian Essence","Restaurant/Cafe/Canteen","NE33 2JF","2","151010","2017-03-23","South Tyneside"
"Indigo","Restaurant/Cafe/Canteen","NE33 2JF","5","555","2017-03-29","South Tyneside"
"Infusion Coffee Ltd","Restaurant/Cafe/Canteen","NE34 7HE","5","555","2015-08-11","South Tyneside"
"Italian Retro","Other catering premises","NE33 4SS","3","101010","2017-03-16","South Tyneside"
"Italian Stove","Restaurant/Cafe/Canteen","NE33 2JF","3","101010","2015-12-02","South Tyneside"
"J & L News","Retailers - other","NE33 4UH","Exempt","","2016-03-11","South Tyneside"
"J B STORES","Retailers - other","NE33 5PB","5","555","2014-11-04","South Tyneside"
"J Barbour & Sons Ltd","Restaurant/Cafe/Canteen","NE34 9PD","5","505","2015-06-30","South Tyneside"
"J Dinning Jarrow Ltd (vantage)","Retailers - other","NE32 5LF","Exempt","","2017-01-25","South Tyneside"
"J G Davison","Retailers - other","NE34 9SY","4","5105","2015-07-21","South Tyneside"
"J M & W Darlings Ltd","Retailers - other","NE33 4BA","Exempt","","2017-01-12","South Tyneside"
"J.v's News","Retailers - other","NE34 7LZ","5","050","2016-02-09","South Tyneside"
"Jamie's Cakes","Other catering premises",NA,"4","5510","2014-05-23","South Tyneside"
"Jarrow Buffs","Pub/bar/nightclub","NE32 3JX","4","5105","2015-03-20","South Tyneside"
"Jarrow Community Centre- Garden Cafe","Retailers - other","NE32 3QN","5","505","2015-02-03","South Tyneside"
"Jarrow Conservative Club Ltd","Pub/bar/nightclub","NE32 5AS","4","5100","2016-02-11","South Tyneside"
"Jarrow Cross School","School/college/university","NE32 5UW","5","050","2016-06-29","South Tyneside"
"Jarrow Day Nursery","Hospitals/Childcare/Caring Premises","NE32 3DQ","5","555","2016-10-21","South Tyneside"
"Jarrow Happy Garden","Takeaway/sandwich shop","NE32 3QL","5","555","2015-09-30","South Tyneside"
"Jarrow School","School/college/university","NE32 5PR","5","555","2016-06-09","South Tyneside"
"Jerry's News","Retailers - other","NE31 2RT","4","5105","2015-11-30","South Tyneside"
"Jet","Retailers - other","NE31 1LS","5","555","2016-05-13","South Tyneside"
"Jet Petrol Station","Retailers - other","SR6 7PQ","5","505","2016-08-18","South Tyneside"
"Joanne Gillespie","Retailers - other",NA,"Exempt","","2017-03-13","South Tyneside"
"Jordan's Sports Club Ltd","Pub/bar/nightclub","NE31 2AB","5","555","2012-09-10","South Tyneside"
"J's","Takeaway/sandwich shop","NE33 4NA","4","10010","2016-11-08","South Tyneside"
"K & S Stores","Retailers - other","NE34 9QW","4","5510","2016-08-16","South Tyneside"
"Kafe (in Jennings Ford Direct)","Restaurant/Cafe/Canteen","NE34 9PU","5","005","2016-06-10","South Tyneside"
"Karens Cafe","Restaurant/Cafe/Canteen","NE34 0AB","5","","2016-05-10","South Tyneside"
"KARL'S GOLDEN CHIP SHOP","Takeaway/sandwich shop","NE34 9NG","3","10510","2016-03-01","South Tyneside"
"Karls Golden Fry","Takeaway/sandwich shop","NE35 9AR","5","555","2015-03-23","South Tyneside"
"Kashmir Tandoori Restaurant","Restaurant/Cafe/Canteen","NE33 5EA","3","101010","2015-09-29","South Tyneside"
"KD's Off Licence","Retailers - other","NE35 9AX","2","0155","2016-06-02","South Tyneside"
"Keelmans Way School","School/college/university","NE31 1QY","5","050","2015-12-02","South Tyneside"
"Kelly Deli","Restaurant/Cafe/Canteen","NE31 1HE","5","055","2016-10-21","South Tyneside"
"Kev's Ices (Mobile)","Mobile caterer","NE34 8HL","5","555","2016-05-19","South Tyneside"
"Keystore Carters Newsagency","Retailers - other","NE32 4LZ","3","10510","2015-03-18","South Tyneside"
"Keystore Westoe Superstore","Retailers - other","NE33 4NA","3","51010","2015-03-20","South Tyneside"
"KFC Restaurant","Restaurant/Cafe/Canteen","NE33 4HN","5","500","2016-02-23","South Tyneside"
"Kiddies Corner Cafe","Mobile caterer","NE33 3NF","5","555","2015-07-22","South Tyneside"
"Kingsmere Guest House","Hotel/bed & breakfast/guest house","NE33 2ES","5","000","2017-01-12","South Tyneside"
"Kirkpatricks","Pub/bar/nightclub","NE33 2HT","3","10105","2017-03-13","South Tyneside"
"Kismet Takeaway","Takeaway/sandwich shop","NE33 5EA","5","555","2016-03-09","South Tyneside"
"KJM Foods Ltd","Other catering premises","NE32 3HG","3","101010","2015-12-10","South Tyneside"
"K'S Nutrition","Restaurant/Cafe/Canteen","NE33 1HL","5","555","2017-02-03","South Tyneside"
"KSC Worldwide Ltd.","Retailers - other","NE34 8AQ","4","5105","2017-01-25","South Tyneside"
"Kwan's New Golden City","Takeaway/sandwich shop","NE31 1HE","3","10510","2016-12-06","South Tyneside"
"Lakeside Hall","Restaurant/Cafe/Canteen",NA,"4","5510","2015-03-30","South Tyneside"
"Lasses","Other catering premises",NA,"Exempt","","2016-07-08","South Tyneside"
"Last Orders","Pub/bar/nightclub","NE34 0AT","4","5010","2016-04-29","South Tyneside"
"Lasun Indian Cuisine","Takeaway/sandwich shop","NE33 4DZ","4","5105","2016-01-27","South Tyneside"
"Latimers Seafood Deli and Cafe","Restaurant/Cafe/Canteen","SR6 7NT","5","505","2016-10-19","South Tyneside"
"Laygate School","School/college/university","NE33 4JJ","5","550","2016-03-03","South Tyneside"
"Layla's Italian Icecream","Mobile caterer","NE33 2LD","5","555","2015-07-23","South Tyneside"
"League of Friends Shop","Retailers - other","NE34 0PL","5","055","2016-10-31","South Tyneside"
"Lean Eatin","Restaurant/Cafe/Canteen",NA,"3","10510","2016-08-16","South Tyneside"
"Letty'sTea House","Restaurant/Cafe/Canteen","NE32 3JA","2","101510","2015-11-20","South Tyneside"
"Lidl","Retailers - supermarkets/hypermarkets","NE34 0LT","5","005","2017-05-11","South Tyneside"
"LIDL Stores","Retailers - supermarkets/hypermarkets","NE33 5RG","5","500","2015-02-19","South Tyneside"
"Life of Riley","Pub/bar/nightclub","NE33 1TA","4","5105","2015-11-02","South Tyneside"
"Lifestyle Express","Retailers - other","NE32 5XS","1","01020","2016-02-24","South Tyneside"
"Lifestyle Express","Retailers - other","NE33 4TD","4","0105","2014-10-29","South Tyneside"
"Lifestyle Express","Retailers - other","NE31 1QU","4","0105","2017-04-04","South Tyneside"
"LIFESTYLE EXPRESS","Retailers - other","NE32 5RX","4","5105","2015-10-27","South Tyneside"
"Lifeways Community Care","Hospitals/Childcare/Caring Premises","NE34 0HQ","Exempt","","2015-03-25","South Tyneside"
"Limitless Crafting","Other catering premises",NA,"5","555","2016-03-15","South Tyneside"
"Liquor Lodge","Retailers - other","NE34 9BD","4","0105","2017-02-24","South Tyneside"
"Little Haven Hotel","Hotel/bed & breakfast/guest house","NE33 1LH","5","055","2016-02-15","South Tyneside"
"Little Jems Nursery","Hospitals/Childcare/Caring Premises","NE32 3ED","5","505","2017-02-17","South Tyneside"
"Little Mo's","Retailers - other","NE31 2JT","3","10105","2015-10-09","South Tyneside"
"Little Town Bakery","Retailers - other",NA,"5","555","2011-11-29","South Tyneside"
"Living Waters Church","Other catering premises","NE33 5PB","5","","2016-04-12","South Tyneside"
"Lizard Lane Caravan Park","Retailers - other","NE34 7AB","5","055","2014-05-07","South Tyneside"
"Lloyds Pharmacy","Retailers - other","NE31 1LQ","Exempt","","2016-02-01","South Tyneside"
"Lloyds Pharmacy","Retailers - other","NE33 5DU","Exempt","","2017-01-20","South Tyneside"
"LMS News","Retailers - other","NE31 1LE","Exempt","","2014-03-21","South Tyneside"
"Log Cabin Fisheries","Takeaway/sandwich shop","NE33 2LD","5","555","2016-07-29","South Tyneside"
"Log Fire Pizza Co","Mobile caterer","NE33 2SX","5","555","2016-07-01","South Tyneside"
"Londis","Retailers - other","NE34 9NG","3","10510","2016-02-24","South Tyneside"
"Londis","Retailers - other","NE32 4BB","1","15520","2017-03-03","South Tyneside"
"Londis General Dealer","Retailers - other","NE31 2AZ","4","5510","2016-02-09","South Tyneside"
"Lord Blyton Primary School","School/college/university","NE34 9BN","5","555","2016-03-17","South Tyneside"
"Lorraine Newham - Childminder","Hospitals/Childcare/Caring Premises","NE34 7BW","5","555","2017-01-30","South Tyneside"
"Love Donuts","Mobile caterer","NE33 2JZ","5","005","2015-09-17","South Tyneside"
"Low Simonside News","Retailers - other","NE32 3UB","4","0510","2016-03-31","South Tyneside"
"Lucy Routledge","Other catering premises",NA,"5","550","2016-12-21","South Tyneside"
"Luigis","Takeaway/sandwich shop","NE33 4TD","3","10510","2016-07-25","South Tyneside"
"Luxury Leisure Ltd","Restaurant/Cafe/Canteen","NE33 1DA","5","555","2015-10-01","South Tyneside"
"M & J Sangha.","Retailers - other","NE35 9HS","5","505","2016-02-01","South Tyneside"
"M & M Chippy","Takeaway/sandwich shop","NE31 2AZ","1","15520","2016-05-19","South Tyneside"
"M & M's","Takeaway/sandwich shop","NE33 5DZ","3","51010","2017-02-23","South Tyneside"
"M I Dickson Ltd","Retailers - other","NE31 1LF","5","050","2015-02-13","South Tyneside"
"M I Dickson Ltd","Retailers - other","NE33 1DP","5","050","2016-02-19","South Tyneside"
"M I Dickson Ltd","Retailers - other","NE34 8HF","5","055","2015-01-19","South Tyneside"
"M I Dickson Ltd","Retailers - other","NE34 0AR","5","000","2015-01-30","South Tyneside"
"M I Dickson Ltd","Retailers - other","NE34 7LZ","5","555","2017-01-05","South Tyneside"
"M I Dickson Ltd","Retailers - other","NE33 2LR","5","000","2015-11-12","South Tyneside"
"M I Dickson Ltd","Retailers - other","NE33 5DX","5","050","2015-12-07","South Tyneside"
"M I Dickson Ltd (pork Shop)","Retailers - other","NE32 3LW","3","10510","2015-05-12","South Tyneside"
"Mac 'n' Alli","Restaurant/Cafe/Canteen","NE33 3PE","5","055","2015-06-26","South Tyneside"
"Madasafish","Takeaway/sandwich shop","SR6 7EJ","5","555","2015-11-24","South Tyneside"
"MADE 4 U","Restaurant/Cafe/Canteen","NE33 5HL","5","505","2015-11-25","South Tyneside"
"Main Street Diner (Mobile)","Mobile caterer","NE33 2JZ","5","005","2016-07-29","South Tyneside"
"Make, Bake and Decorate","Retailers - other","NE33 4TD","5","555","2016-04-11","South Tyneside"
"Mama Mia Pizzeria","Takeaway/sandwich shop","NE33 2JD","4","5510","2015-10-08","South Tyneside"
"Mambo II","Restaurant/Cafe/Canteen","NE31 1BE","5","555","2017-03-23","South Tyneside"
"Mambo Wine and Dine","Restaurant/Cafe/Canteen","NE33 2PS","1","15520","2017-03-31","South Tyneside"
"Mambos Italiano","Restaurant/Cafe/Canteen","NE33 1QD","1","151020","2017-02-16","South Tyneside"
"Mamma Angela's","Other catering premises","NE32 5QN","5","055","2017-02-09","South Tyneside"
"Mamma Mia","Restaurant/Cafe/Canteen","SR6 7BX","5","555","2017-02-22","South Tyneside"
"Mamma Sue's","Restaurant/Cafe/Canteen",NA,"3","10510","2016-06-29","South Tyneside"
"Man vs Food","Restaurant/Cafe/Canteen","NE34 0AD","4","5105","2017-01-05","South Tyneside"
"Mangos at the Waters Edge","Pub/bar/nightclub","NE33 3JH","5","555","2016-02-28","South Tyneside"
"Mardi Gras","Takeaway/sandwich shop","NE33 3PT","5","555","2015-09-16","South Tyneside"
"Marine City","Takeaway/sandwich shop","NE33 3BX","2","151010","2017-03-16","South Tyneside"
"Marine Park Childrens Centre","Hospitals/Childcare/Caring Premises","NE33 2LS","4","1055","2017-01-19","South Tyneside"
"Marine Park JMI","School/college/university","NE33 2RD","5","005","2016-01-12","South Tyneside"
"Marine Park Neighbourhood Nursery","School/college/university","NE33 2RB","5","505","2014-06-26","South Tyneside"
"Marine Stores","Retailers - other","NE33 2TE","4","5510","2015-03-20","South Tyneside"
"Marios Pizza House","Takeaway/sandwich shop","NE33 4BA","5","555","2017-04-24","South Tyneside"
"Mark's Family Butchers","Retailers - other","NE32 3JX","5","555","2014-02-10","South Tyneside"
"Marsden General Dealer","Retailers - other","NE34 7AG","2","151010","2016-05-17","South Tyneside"
"Marsden Primary School","School/college/university","SR6 7HJ","5","505","2016-01-06","South Tyneside"
"Marsden Road Wellbeing Centre","Restaurant/Cafe/Canteen","NE34 6RQ","5","555","2015-03-16","South Tyneside"
"Martino's","Restaurant/Cafe/Canteen","NE32 3HZ","1","15520","2016-10-11","South Tyneside"
"Mary's Cake Shop","Other catering premises",NA,"5","555","2011-11-10","South Tyneside"
"Mary's Fish & Chips","Takeaway/sandwich shop","NE34 9RQ","3","51010","2016-07-20","South Tyneside"
"Masterchef","Takeaway/sandwich shop","NE33 5DL","4","5105","2016-02-02","South Tyneside"
"Mayfayre (newsagents)","Retailers - other","NE33 1HU","3","101010","2016-01-18","South Tyneside"
"McColls","Retailers - other","NE32 3QG","3","101010","2016-02-02","South Tyneside"
"McColls","Retailers - other","NE32 5QZ","5","555","2016-05-25","South Tyneside"
"McColls","Retailers - other","NE32 4BB","4","0105","2017-04-28","South Tyneside"
"McConnell's Gin and Ale House","Pub/bar/nightclub","NE32 3PQ","5","055","2015-05-12","South Tyneside"
"McDonalds","Restaurant/Cafe/Canteen","NE33 1DA","5","000","2015-10-26","South Tyneside"
"McDonalds","Restaurant/Cafe/Canteen","NE35 9PB","5","550","2015-04-14","South Tyneside"
"Mcdonalds","Restaurant/Cafe/Canteen","NE34 9QD","5","055","2015-11-12","South Tyneside"
"Mechanics Arms","Pub/bar/nightclub","NE33 1BW","4","5100","2016-02-12","South Tyneside"
"Mellors at Whitburn C of E Academy","Other catering premises","SR6 7EF","4","5510","2016-11-02","South Tyneside"
"METRO NEWS","Retailers - other","NE33 1DA","3","10105","2015-06-09","South Tyneside"
"Metro Pharmacy","Retailers - other","NE32 3JU","Exempt","","2014-03-19","South Tyneside"
"Michael Minchella & Co","Other catering premises","NE33 2LD","5","555","2016-07-27","South Tyneside"
"Michael Minchella & Co Kiosk","Other catering premises","NE34 7BS","5","555","2015-08-28","South Tyneside"
"Michael Minchella Co Kiosk","Other catering premises","NE34 7BS","5","500","2014-07-24","South Tyneside"
"Micky's Ices","Retailers - other","NE33 4RG","5","555","2016-01-25","South Tyneside"
"Mid Boldon Club Ltd","Pub/bar/nightclub","NE36 0SH","5","055","2015-02-18","South Tyneside"
"Middlechare Pharmacy Limited","Retailers - other","NE35 9AU","Exempt","","2014-10-23","South Tyneside"
"Middlefields Canteen","Restaurant/Cafe/Canteen","NE34 0NT","5","055","2017-01-04","South Tyneside"
"Milan Take-away","Takeaway/sandwich shop","NE33 2JD","5","555","2016-03-10","South Tyneside"
"Milk & Sugar","Restaurant/Cafe/Canteen","NE35 9AR","5","555","2017-02-08","South Tyneside"
"Minchella & Co","Manufacturers/packers","NE33 2HT","5","555","2017-03-27","South Tyneside"
"Mission to Seafarers","Retailers - other","NE33 1EQ","Exempt","","2014-12-02","South Tyneside"
"Momo's","Restaurant/Cafe/Canteen","NE33 4DZ","3","10105","2016-03-31","South Tyneside"
"Monkton Infant & Nursery School","School/college/university","NE34 9SD","5","050","2017-02-13","South Tyneside"
